source	target	frequency
PTK6	PXN	0.01
PTK6	STAP2	0.01
PTN	PTPRS	0.01
PTN	SDC1	0.01
PTN	SDC3	0.01
PTP4A3	SRC	0.01
PTPN1	TRPV6	0.01
PTPN12	PXN	0.01
PTPN13	TRIP6	0.01
PTPN18	TEC	0.01
PTPN21	SRC	0.01
PTPN3	VCP	0.01
PTPN6	ROS1	0.01
PTPRD	SLITRK1	0.01
PTPRD	SLITRK2	0.01
PTPRD	SLITRK3	0.01
PTPRO	PXN	0.01
PTPRS	SLITRK4	0.01
PTPRS	SLITRK5	0.01
PTPRT	STAT3	0.01
PTTG1IP	SRC	0.01
PURG	RPS6KA1	0.01
QRFP	QRFPR	0.01
RAB11A	RABGGTB	0.01
RAB23	SUFU	0.01
RAB34	SRC	0.01
RAB3A	RPH3A	0.01
RAB5A	RABEP1	0.01
RAB5A	RABGGTA	0.01
RAC1	SH3BP1	0.01
RAC1	SRGAP2	0.01
RAC1	SYDE2	0.01
RAC1	TIAM2	0.01
RACK1	SRC	0.01
RAD21	WAPL	0.01
RAD23A	UBE3A	0.01
RAD51	RAD51AP1	0.01
RAD51	UCHL3	0.01
RAD51	XRCC3	0.01
RAF1	RRAS	0.01
RAF1	YWHAH	0.01
RAI1	RARA	0.01
RALA	RALBP1	0.01
RALB	RALBP1	0.01
RALGDS	RAP1A	0.01
RALGDS	RAP2A	0.01
RANBP2	RANGAP1	0.01
RANBP3	SMAD3	0.01
RANGAP1	UBE2I	0.01
RAP1A	RAP1GDS1	0.01
RAP1A	RAPGEF3	0.01
RAP1A	RAPGEF4	0.01
RAP1A	RAPGEF5	0.01
RAP1GDS1	RHOA	0.01
RAP1GDS1	RHOC	0.01
RARA	RARG	0.01
RARA	RXRG	0.01
RARB	RXRG	0.01
RASSF6	STK3	0.01
RBM24	STK38	0.01
RBP4	STRA6	0.01
RBP4	TLR4	0.01
RBPJ	RITA1	0.01
RBPJ	SNW1	0.01
RBPJ	SPEN	0.01
RBX1	UBE2M	0.01
RCC1	STK3	0.01
RDX	ROCK1	0.01
RDX	ROCK2	0.01
RELA	TLE5	0.01
RELN	VLDLR	0.01
RETN	TLR4	0.01
REV1	REV3L	0.01
RHOA	STARD13	0.01
RICTOR	RPS6KB1	0.01
RIMBP2	RIMS2	0.01
RIMBP3C	RIMS3	0.01
RIMS1	SLC17A7	0.01
RIMS1	SLC18A3	0.01
RIMS1	YWHAH	0.01
RIMS2	TSPOAP1	0.01
RIPK1	RIPK3	0.01
RIPK1	TNFAIP3	0.01
RIPK1	TNFRSF1A	0.01
RLN2	RXFP1	0.01
RLN2	RXFP2	0.01
RLN3	RXFP1	0.01
RLN3	RXFP4	0.01
RMI2	TTK	0.01
RNASE2	TLR2	0.01
ROBO1	SLIT1	0.01
ROBO1	SLIT3	0.01
ROBO2	SLIT3	0.01
ROCK1	SOX9	0.01
ROR1	WNT5A	0.01
ROR2	WNT5A	0.01
RPS27L	TP53	0.01
RPS6	RPS6KB1	0.01
RPS6KA1	SRF	0.01
RPS6KA3	SASH1	0.01
RPS6KA3	VGLL1	0.01
RPS6KA5	STAT1	0.01
RPS6KA5	TH	0.01
RPS6KB1	TARBP2	0.01
RPS6KB1	TRIB2	0.01
RPS6KB1	URI1	0.01
RPTOR	RRAGC	0.01
RPTOR	RRAGD	0.01
RRM1	RRM2B	0.01
RRM2B	TP53	0.01
RSPO3	SDC4	0.01
RTKN	TAX1BP3	0.01
RTN2	RTN4R	0.01
RTN4	RTN4R	0.01
RTN4	TNFRSF19	0.01
RXRG	THRB	0.01
RXRG	VDR	0.01
RYR1	S100A1	0.01
S100A1	TRPM3	0.01
S100A10	TRPV6	0.01
S100A2	STUB1	0.01
S100A8	TLR4	0.01
S100A9	TLR4	0.01
S1PR2	TAFA5	0.01
SARM1	TICAM1	0.01
SCARA5	VWF	0.01
SCARB2	THBS1	0.01
SCD	TP53	0.01
SCN3B	TP53	0.01
SCN5A	SNTG2	0.01
SCRIB	UBE3A	0.01
SCTR	VIP	0.01
SDC1	SLIT1	0.01
SDC2	TGFB1	0.01
SDC2	TNFSF13	0.01
SDCBP	SRC	0.01
SDK1	YWHAZ	0.01
SEC23A	ULK1	0.01
SEC23B	ULK1	0.01
SEC62	SEC63	0.01
SECTM1	TNFRSF18	0.01
SELE	SELPLG	0.01
SELP	SELPLG	0.01
SELP	VCAN	0.01
SEMA6D	TREM2	0.01
SENP3	SUMO2	0.01
SEPTIN4	XIAP	0.01
SERPINB5	TP53	0.01
SET	SETBP1	0.01
SFN	TP53	0.01
SFRP2	WNT4	0.01
SFTPA1	TLR2	0.01
SGK1	SLC1A3	0.01
SGK1	SLC2A4	0.01
SGK1	SLC9A3	0.01
SGK1	TNNI2	0.01
SGK1	WNK4	0.01
SGK1	ZBTB21	0.01
SGTA	UBL4A	0.01
SH2B3	ZAP70	0.01
SH2D1A	TP53	0.01
SH3BP2	SYK	0.01
SH3BP4	TFRC	0.01
SH3GL1	SRC	0.01
SH3PXD2B	SRC	0.01
SHANK1	SSTR2	0.01
SIGLEC1	SPN	0.01
SIGLEC7	SOCS3	0.01
SIRT1	TAF1A	0.01
SKI	SMAD2	0.01
SKI	SMAD3	0.01
SKI	SMAD4	0.01
SKIL	SMAD4	0.01
SLC11A1	SRC	0.01
SLC12A5	WNK3	0.01
SLC12A6	STK39	0.01
SLC2A1	STOM	0.01
SLC47A1	SP1	0.01
SLC4A1	SYK	0.01
SLC4A4	STK39	0.01
SMAD1	TGFBR1	0.01
SMAD4	SMAD9	0.01
SMAD4	SNIP1	0.01
SMAD4	UBE2I	0.01
SMARCA1	SP1	0.01
SMARCA2	SMARCB1	0.01
SMARCA4	SMARCB1	0.01
SMARCD3	TLX1	0.01
SMG1	TP53	0.01
SMG1	UPF1	0.01
SMOC1	SMOC2	0.01
SMURF1	TGFBR1	0.01
SMURF2	TGFBR1	0.01
SNAP91	SYT1	0.01
SOD3	SP1	0.01
SOS1	SPRY1	0.01
SOX10	SOX6	0.01
SOX3	UBE2I	0.01
SOX4	UBE2I	0.01
SP3	UBE2I	0.01
SPARC	STAB1	0.01
SPART	WWP1	0.01
SPINT1	ST14	0.01
SPRY4	TESK1	0.01
SPTAN1	SRC	0.01
SQSTM1	WDFY3	0.01
SRC	SRCIN1	0.01
SRC	TNS3	0.01
SRC	UNC80	0.01
SRC	WBP2	0.01
SRC	WWOX	0.01
SRGAP3	WASF1	0.01
SRPK2	SRSF1	0.01
SSBP1	TP53	0.01
SST	SSTR1	0.01
SST	SSTR2	0.01
SST	SSTR3	0.01
SST	SSTR4	0.01
SST	SSTR5	0.01
SSTR5	UTS2B	0.01
STAB2	VWF	0.01
STAM	USP8	0.01
STAP1	TEC	0.01
STAT2	ZNF804A	0.01
STEAP3	TP53	0.01
STING1	TBK1	0.01
STING1	ULK1	0.01
STK39	WNK1	0.01
STK39	WNK2	0.01
STON2	SYT1	0.01
STX11	STXBP2	0.01
STX1A	STXBP1	0.01
STX1A	SYBU	0.01
STX1A	TXLNA	0.01
STX3	SYT1	0.01
STX3	TXLNA	0.01
STX4	TXLNA	0.01
SUMO1	UBE2I	0.01
SUMO1	ZBTB16	0.01
SV2A	SYT1	0.01
SV2B	SYT1	0.01
SYK	TUBA1A	0.01
SYK	TUBA4A	0.01
SYK	TYROBP	0.01
TAC1	TACR2	0.01
TAC1	TACR3	0.01
TAC4	TACR3	0.01
TACC2	TTK	0.01
TAP1	TAPBP	0.01
TBK1	TBKBP1	0.01
TCF7L2	TNIK	0.01
TEAD1	YAP1	0.01
TEAD2	YAP1	0.01
TEAD3	WWTR1	0.01
TEAD4	WWTR1	0.01
TEK	TNIP2	0.01
TERB1	TERF1	0.01
TERF1	TNKS	0.01
TF	TFR2	0.01
TF	TFRC	0.01
TFAP2C	UBE2I	0.01
TFPI	VLDLR	0.01
TGFB1	TGFBR2	0.01
TGFB1	TGFBR3	0.01
TGFB1	VASN	0.01
TGFB2	TGFBR1	0.01
TGFB2	TGFBR2	0.01
TGFBR1	UCHL5	0.01
TGFBR1	ZFYVE9	0.01
TGIF1	WWP1	0.01
THEMIS	ZAP70	0.01
TICAM1	TICAM2	0.01
TICAM1	TLR3	0.01
TICAM1	TRAF6	0.01
TICAM2	TLR4	0.01
TIGAR	TP53	0.01
TLE3	XIAP	0.01
TLR2	ZG16B	0.01
TMOD1	TRPM7	0.01
TNF	TNFRSF1A	0.01
TNF	TNFRSF1B	0.01
TNF	TNFRSF21	0.01
TNF	TRAF2	0.01
TNFAIP3	TRAF6	0.01
TNFRSF10B	TNFSF10	0.01
TNFRSF10C	TNFSF10	0.01
TNFRSF11A	TNFSF11	0.01
TNFRSF11B	TNFSF11	0.01
TNFRSF11B	VWF	0.01
TNFRSF12A	TNFSF12	0.01
TNFRSF13B	TNFSF13	0.01
TNFRSF14	TNFSF13	0.01
TNFRSF17	TNFSF13	0.01
TNFRSF18	TNFSF18	0.01
TNFRSF1A	TRADD	0.01
TNFRSF25	TNFSF12	0.01
TNFRSF25	TNFSF15	0.01
TNFRSF4	TNFSF4	0.01
TNFRSF8	TNFSF8	0.01
TNFSF4	TRAF2	0.01
TNFSF9	TRAF2	0.01
TNNI1	TRIM63	0.01
TP53	TP53I3	0.01
TP53	TP53INP1	0.01
TP53	TRIAP1	0.01
TP53	USP7	0.01
TP73	YAP1	0.01
TREM1	TYROBP	0.01
TRPC1	TRPC3	0.01
TRPC1	TRPC4	0.01
TRPC1	TRPC5	0.01
TRPC1	TRPC6	0.01
TRPM6	TRPM7	0.01
TTBK1	TUBB	0.01
TTBK1	TUBB2A	0.01
TTL	TUBA1A	0.01
TTL	TUBA8	0.01
TULP2	TYRO3	0.01
UBC	USP5	0.01
UBE2D2	UBR5	0.01
UBE2I	ZHX1	0.01
UBL4A	USP13	0.01
UFD1	VCP	0.01
UPF1	UPF2	0.01
UPF1	UPF3B	0.01
USH1C	USH1G	0.01
UTS2B	UTS2R	0.01
VIP	VIPR2	0.01
WIF1	WNT8A	0.01
WLS	WNT3A	0.01
WNK1	WNK3	0.01
ZHX1	ZMYND11	0.01
